ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
479,"He is a nice prof, but his lecture is a bit dry. He assigned a lot of weekly reading, so be prepared for that. The midterms were rough and tested on specific topics from this lecture slide. The class and the lab participation were mandatory, however, I found the labs interesting and worthwhile.","Jan 8th, 2024",3,,SENG360,jens
480,"Very knowledgeable guy and decent lecturer. He recorded all lectures which was super convenient. Tests were super hard and unfair though, but at least he was generous with curving the grade.","Oct 16th, 2023",4,,SENG360,jens
481,"Not bad but not particularly good either. The midterms were brutal and gave me some of the worst marks I've ever received. Also, lab attendance is mandatory and takes up a good chunk of time for each lab. Lectures weren't particularly interesting, but at least he recorded them","Oct 16th, 2023",4,2,SENG360,jens
482,Not an accommodating prof.,"Oct 16th, 2023",3,1,SENG350,jens
483,"Jens is a good person, but his teaching is rather bad. Ironically he teaches some of the really interesting topics but ends up making them super boring and dry. Also his exams are extremely unreasonable. His exams are 95% MC and the MC questions have these options that are so ambiguous that you can write a 50 words argument for each of them.","Dec 19th, 2022",4,2,SENG350,jens
484,"Here's the thing about Jens... as a person he's a nice enough guy. As a prof, he's BRUTAL. He's a classic example of a person who just shouldn't teach. He loves assigning massive readings and then testing in excruciating detail of those readings. Didn't read that one sentence in the 10 assigned readings? You just failed the midterm. Good luck!","Dec 14th, 2022",5,2,SENG350,jens
485,"Very understanding and smart guy. Lectures can be a little dry. Does not make use of visuals or the board for any of the high level examples that he just talks about, which adds to the dryness of the class. Great group project. The readings, however, were unnecessary IMO as there was more than enough content on the slides.","May 1st, 2022",3,,SENG371,jens
486,Jens is a great professor but the material in the course is rather dry. Midterms are mass memorization with lots of material to memorize then are scaled since not a lot of people can memorize that much stuff. Group project was pretty cool and applied the concepts learned in class well.,"Mar 24th, 2022",3,,SENG371,jens
487,"I like Jens, he is smart, charismatic and kind. His lectures leave room to be desired when it comes to keeping students engaged in the material. The labs in this course are very interesting, but the tests were somewhat haphazard and contained many oddly specific questions. He seems to be very generous with scaling though.","Dec 1st, 2021",3,,SENG360,jens
488,"I think as a person, he is understanding and tries to be fair. For the delivery of SENG360, I would have to rate him 3/5, since there was a clear disconnect between the lectures and the Assignments. The Assignments came from the seed labs and the lectures from the seed labs were better at helping you in the assignments than his own lectures.","Dec 11th, 2020",3,,SENG360,jens
489,Reused pre-recorded lectures from 2012 that were very boring and had a high amount of background noise. Assignments were taken directly from SEEDVM website. He doesn't seem to have any respect for the students time as he assigns long readings and has pointless weekly discussions.,"Nov 27th, 2020",3,1,SENG360,jens
490,Very boring lectures on irrelevant material that assumes background knowledge that isn't taught. Assignment descriptions are very unclear and he assigns a lot of reading material. He clearly puts very little effort into this course and ignores issues that are brought up in the slack channel. I'll be avoiding his courses in the future.,"Nov 27th, 2020",3,1,SENG350,jens
491,Funny prof & nice guy. Issues with course material or grades were resolved quickly. Can be a bit boring but as another reviewer mentioned it may just be the material (Requirements),"May 2nd, 2020",2,,SENG321,jens
492,"Nice, caring, and a reasonable professor. His lectures are very clear but can be a little dry (it might be so as requirements engineering itself is not the most interesting topic). He is very accessible, so make use of that if you have any questions. Does care about his students and gives examples from his own personal experiences in the industry.","Apr 25th, 2020",3,,SENG321,jens
493,"I found the content of this course interesting. Jens is a good person, however his lectures can be a little boring. Tests were strange, usually asked abstract or oddly specific questions, then gave everyone lots of bonus marks (everyone got an extra 30% on the final exam, which was all multiple choice). The labs in this class are pretty cool tho.","Dec 19th, 2018",2,,SENG360,jens
494,"Nice guy, but teaching methods were old fashioned. Believes testing hard and scaling results (tries to make average score 70% on tests). Material was pretty dry, and lectures were all just read from slides, which he posts online. Assignments are done as lab reports weekly, also pretty dry. Overall not hard, but really difficult to pay attention to","Dec 12th, 2018",4,2,SENG360,jens
495,"To be fair, the course material was really boring to listen to so I can't imagine what it was like to teach a (1/4 full) room of people who weren't listening. The TAs were super nice though and they did most of the marking for assignments, labs, and the final. His midterms were mostly memorization of slides but there were so many things to remember","Oct 8th, 2018",4,,SENG371,jens
496,"Jens clearly cared about our learning and was very approachable. He was helpful in office hours. His csc110 tests were tough, but grades were adjusted afterwards to compensate.","Jan 2nd, 2018",4,,CSC110,jens
497,"Great at explaining concepts with diagrams and few words. Assignments were pretty nice and not too frequent or difficult. Fun to listen and interact with, relatively engaging lecture style, and tests were multiple choice and easy to study for. The idea of software security was daunting at first, but this course really made it fun and easy to learn!","Dec 16th, 2017",3,,SENG360,jens
498,"Great guy, tries to stay up to date and engage the class in discussions which is rare from a SENG prof! Also a big fan of how he posts any readings online so that students don't have to spend money on a textbook. Funny dude, would recommend taking this class with him! Interesting assignments too","Oct 5th, 2017",3,,SENG360,jens
